,steps_tokens,steps_tokens_bow,cuisine
12690,"['dice', 'the', 'bitter', 'melon', 'into', 'small', '1cm', 'cube', 'pcs', 'and', 'keep', 'aside', 'add', 'the', 'cooking', 'oil', 'to', 'the', 'wok', 'and', 'also', 'the', 'black', 'gram', 'fenugreek', 'seeds', 'and', 'mustard', 'seeds', 'when', 'the', 'mustard', 'seeds', 'start', 'to', 'splutter', 'add', 'the', 'chilies', 'and', 'fry', 'the', 'chilies', 'until', 'they', 'start', 'browning', 'add', 'the', 'bitter', 'melon', 'and', 'set', 'the', 'gas', 'on', 'medium', 'fire', 'keep', 'stirring', 'so', 'that', 'the', 'chilli', 'induced', 'oil', 'spreads', 'all', 'over', 'the', 'bitter', 'melon', 'add', 'the', 'turmeric', 'salt', 'and', 'the', 'tamarind', 'concentrate', 'add', 'enough', 'water', 'to', 'cover', 'the', 'ingredients', 'and', 'continue', 'to', 'cook', 'on', 'medium', 'fire', 'when', 'the', 'bitter', 'melon', 'starts', 'to', 'soften', 'add', 'the', 'brown', 'sugar', 'and', 'the', 'curry', 'leaves', 'once', 'the', 'sauce', 'has', 'thickened', 'it', 'is', 'ready', 'to', 'be', 'served', 'this', 'dish', 'goes', 'well', 'with', 'indian', 'bread', 'roti/chapati', 'and', 'also', 'goes', 'well', 'with', 'white', 'rice', 'mixed', 'with', 'yoghurt', 'enjoy', 'this', 'comfort', 'food', 'and', 'bless', 'the', 'chef']","['dice', 'bitter', 'melon', 'small', '1cm', 'cube', 'pcs', 'keep', 'aside', 'add', 'cooking', 'oil', 'wok', 'also', 'black', 'gram', 'fenugreek', 'seeds', 'mustard', 'seeds', 'mustard', 'seeds', 'start', 'splutter', 'add', 'chilies', 'fry', 'chilies', 'start', 'browning', 'add', 'bitter', 'melon', 'set', 'gas', 'medium', 'fire', 'keep', 'stirring', 'chilli', 'induced', 'oil', 'spreads', 'bitter', 'melon', 'add', 'turmeric', 'salt', 'tamarind', 'concentrate', 'add', 'enough', 'water', 'cover', 'ingredients', 'continue', 'cook', 'medium', 'fire', 'bitter', 'melon', 'starts', 'soften', 'add', 'brown', 'sugar', 'curry', 'leaves', 'sauce', 'thickened', 'ready', 'served', 'dish', 'goes', 'well', 'indian', 'bread', 'roti/chapati', 'also', 'goes', 'well', 'white', 'rice', 'mixed', 'yoghurt', 'enjoy', 'comfort', 'food', 'bless', 'chef']",Indian
1792,"['cut', 'sweet', 'potatoes', 'in', 'cubes', 'i', 'usually', 'cut', 'them', 'in', 'medium', 'size', 'cubes', 'cut', 'onion', 'up', 'however', 'you', 'want', 'toss', 'onion', 'and', 'potato', 'in', 'olive', 'oil', 'put', 'it', 'all', 'on', 'a', 'baking', 'sheet', 'and', 'salt', 'and', 'pepper', 'it', 'all', 'bake', 'at', '350°f', 'until', 'fork', 'tender', 'you', 'can', 'eat', 'it', 'just', 'as', 'is', 'or', 'mash', 'it', 'up', 'a', 'bit', 'and', 'add', 'a', 'little', 'butter', 'but', 'either', 'way', 'it', 'tastes', 'great', 'you', 'can', 'also', 'change', 'it', 'up', 'a', 'little', 'bit', 'with', 'other', 'herbs', 'and', 'spices']","['cut', 'sweet', 'potatoes', 'cubes', 'usually', 'cut', 'medium', 'size', 'cubes', 'cut', 'onion', 'however', 'want', 'toss', 'onion', 'potato', 'olive', 'oil', 'put', 'baking', 'sheet', 'salt', 'pepper', 'bake', '350°f', 'fork', 'tender', 'eat', 'mash', 'bit', 'add', 'little', 'butter', 'either', 'way', 'tastes', 'great', 'also', 'change', 'little', 'bit', 'herbs', 'spices']",Italian
4183,"['saute', 'first', '5', 'ingredients', 'in', 'olive', 'oil', 'for', '5', 'minutes', 'or', 'until', 'soft', 'add', 'garlic', 'saute', 'for', '1', 'minute', 'add', 'ground', 'sirloin', 'cook', 'till', 'done', 'breaking', 'it', 'up', 'in', 'small', 'pieces', 'as', 'you', 'go', 'add', 'tomatoes', 'broth', 'and', 'all', 'seasonings', 'cover', 'and', 'cook', 'slowly', 'for', '1', 'hours', 'cook', 'macaroni', 'according', 'to', 'the', 'directions', 'while', 'soup', 'is', 'cooking', 'drain', 'and', 'toss', 'a', 'little', 'olive', 'oil', 'to', 'coat', 'set', 'aside', 'poor', 'soup', 'into', 'bowl', 'and', 'spoonful', 'of', 'macaroni', 'put', 'rest', 'in', 'refrigerator', 'till', 'cold', 'then', 'can', 'add', 'all', 'the', 'macaroni', 'into', 'the', 'soup', 'this', 'way', 'the', 'macaroni', 'wont', 'get', 'mushy']","['saute', 'first', 'ingredients', 'olive', 'oil', 'soft', 'add', 'garlic', 'saute', 'add', 'ground', 'sirloin', 'cook', 'till', 'done', 'breaking', 'small', 'pieces', 'go', 'add', 'tomatoes', 'broth', 'seasonings', 'cover', 'cook', 'slowly', 'cook', 'macaroni', 'according', 'directions', 'soup', 'cooking', 'drain', 'toss', 'little', 'olive', 'oil', 'coat', 'set', 'aside', 'poor', 'soup', 'bowl', 'spoonful', 'macaroni', 'put', 'rest', 'refrigerator', 'till', 'cold', 'add', 'macaroni', 'soup', 'way', 'macaroni', 'wont', 'get', 'mushy']",Italian
12966,"['spoon', 'the', 'yogurt', 'into', 'a', 'blender', 'add', '6', 'tbls', 'of', 'the', 'sugar', 'to', 'the', 'yogurt', 'add', 'ice', 'and', 'cardamom', 'and', 'blend', 'until', 'the', 'yogurt', 'mixture', 'is', 'smooth', 'and', 'frothy', 'add', 'up', 'to', '2', 'more', 'tbls', 'of', 'sugar', 'if', 'you', 'want', 'a', 'sweeter', 'drink', 'pour', 'into', 'tall', 'galsses', 'and', 'serve', 'cold', 'enjoy']","['spoon', 'yogurt', 'blender', 'add', 'tbls', 'sugar', 'yogurt', 'add', 'ice', 'cardamom', 'blend', 'yogurt', 'mixture', 'smooth', 'frothy', 'add', 'tbls', 'sugar', 'want', 'sweeter', 'drink', 'pour', 'tall', 'galsses', 'serve', 'cold', 'enjoy']",Indian
4998,"['cook', 'broccoli', 'according', 'to', 'package', 'directions', 'if', 'frozen', '5-7', 'minute', 'if', 'fresh', 'run', 'under', 'cool', 'water', 'to', 'stop', 'cooking', 'process', 'melt', 'butter', 'in', 'small', 'saucepan', 'stir', 'in', 'flour', 'add', 'milk', 'stirring', 'constantly', 'until', 'smooth', 'add', 'cheese', 'stir', 'until', 'melted', 'and', 'thick', 'mix', 'small', 'amount', 'of', 'cheese', 'sauce', 'with', 'beaten', 'eggs', 'then', 'combine', 'the', 'rest', 'of', 'the', 'cheese', 'mixture', 'with', 'eggs', 'combine', 'broccoli', 'tomato', 'cheese/egg', 'mixture', 'and', 'oregano', 'pour', 'into', '13', 'x', '9', 'glass', 'dish', 'that', 'has', 'been', 'sprayed', 'with', 'cooking', 'spray', 'sprinkle', 'with', 'parmesan', 'cheese', 'cook', 'at', '350', 'for', '1/2', 'hour', 'or', 'until', 'bubbly']","['cook', 'broccoli', 'according', 'package', 'directions', 'frozen', 'fresh', 'run', 'cool', 'water', 'stop', 'cooking', 'process', 'melt', 'butter', 'small', 'saucepan', 'stir', 'flour', 'add', 'milk', 'stirring', 'constantly', 'smooth', 'add', 'cheese', 'stir', 'melted', 'thick', 'mix', 'small', 'amount', 'cheese', 'sauce', 'beaten', 'eggs', 'combine', 'rest', 'cheese', 'mixture', 'eggs', 'combine', 'broccoli', 'tomato', 'cheese/egg', 'mixture', 'oregano', 'pour', 'x', 'glass', 'dish', 'sprayed', 'cooking', 'spray', 'sprinkle', 'parmesan', 'cheese', 'cook', 'bubbly']",Italian
10149,"['trim', 'the', 'lamb', 'chops', 'and', 'place', 'them', 'in', 'a', 'large', 'saucepan', 'with', 'the', 'cinnamon', 'bay', 'leaf', 'fennel', 'seeds', 'peppercorns', 'cardamoms', 'salt', 'and', 'milk', 'bring', 'to', 'the', 'boil', 'over', 'a', 'high', 'heat', 'lower', 'the', 'heat', 'and', 'cook', 'for', '12-15', 'minutes', 'or', 'until', 'the', 'milk', 'has', 'reduced', 'to', 'about', 'half', 'its', 'original', 'volume', 'at', 'this', 'stage', 'add', 'the', 'evaporated', 'milk', 'and', 'lower', 'the', 'heat', 'further', 'simmer', 'until', 'the', 'chops', 'are', 'cooked', 'through', 'and', 'the', 'milk', 'has', 'evaporated', 'while', 'the', 'chops', 'are', 'cooking', 'blend', 'together', 'the', 'yoghurt', 'flour', 'chili', 'powder', 'ginger', 'garam', 'masala', 'garlic', 'and', 'a', 'pinch', 'of', 'salt', 'in', 'a', 'mixing', 'bowl', 'remove', 'the', 'chops', 'from', 'the', 'saucepan', 'and', 'discard', 'the', 'whole', 'spices', 'add', 'the', 'chops', 'to', 'the', 'spicy', 'yoghurt', 'mixture', 'heat', 'the', 'oil', 'in', 'a', 'deep', 'round-bottomed', 'frying', 'pan', 'or', 'wok', 'lower', 'the', 'heat', 'slightly', 'and', 'add', 'the', 'chops', 'fry', 'until', 'they', 'are', 'golden', 'brown', 'turning', 'them', 'once', 'or', 'twice', 'as', 'they', 'cook', 'transfer', 'to', 'a', 'serving', 'dish', 'and', 'garnish', 'with', 'mint', 'sprigs', 'and', 'lime', 'quarters']","['trim', 'lamb', 'chops', 'place', 'large', 'saucepan', 'cinnamon', 'bay', 'leaf', 'fennel', 'seeds', 'peppercorns', 'cardamoms', 'salt', 'milk', 'bring', 'boil', 'high', 'heat', 'lower', 'heat', 'cook', 'milk', 'reduced', 'half', 'original', 'volume', 'stage', 'add', 'evaporated', 'milk', 'lower', 'heat', 'simmer', 'chops', 'cooked', 'milk', 'evaporated', 'chops', 'cooking', 'blend', 'together', 'yoghurt', 'flour', 'chili', 'powder', 'ginger', 'garam', 'masala', 'garlic', 'pinch', 'salt', 'mixing', 'bowl', 'remove', 'chops', 'saucepan', 'discard', 'whole', 'spices', 'add', 'chops', 'spicy', 'yoghurt', 'mixture', 'heat', 'oil', 'deep', 'round', 'bottomed', 'frying', 'pan', 'wok', 'lower', 'heat', 'slightly', 'add', 'chops', 'fry', 'golden', 'brown', 'turning', 'twice', 'cook', 'transfer', 'serving', 'dish', 'garnish', 'mint', 'sprigs', 'lime', 'quarters']",Indian
5353,"['add', 'vinegar', 'to', 'water', 'slice', 'liver', 'and', 'marinate', 'in', 'acidulated', 'water', 'for', 'at', 'least', 'one', 'hour', 'drain', 'and', 'pat', 'dry', 'while', 'the', 'liver', 'is', 'marinating', 'slice', 'the', 'onions', 'and', 'brown', 'them', 'slowly', 'in', 'butter', 'and', 'oil', 'add', 'sliced', 'liver', 'and', 'cook', 'on', 'a', 'lively', 'flame', 'add', 'salt', 'when', 'they', 'are', 'nearly', 'done', 'sprinkle', 'it', 'with', 'finely', 'chopped', 'parsley', 'and', 'serve', 'buon', 'appetito']","['add', 'vinegar', 'water', 'slice', 'liver', 'marinate', 'acidulated', 'water', 'least', 'one', 'drain', 'pat', 'dry', 'liver', 'marinating', 'slice', 'onions', 'brown', 'slowly', 'butter', 'oil', 'add', 'sliced', 'liver', 'cook', 'lively', 'flame', 'add', 'salt', 'nearly', 'done', 'sprinkle', 'finely', 'chopped', 'parsley', 'serve', 'buon', 'appetito']",Italian
2131,"['pour', 'ingredients', 'over', 'ice', 'into', 'a', 'glass', 'stir', 'to', 'combine', 'top', 'with', 'whipped', 'cream', 'if', 'desired']","['pour', 'ingredients', 'ice', 'glass', 'stir', 'combine', 'top', 'whipped', 'cream', 'desired']",Italian
1232,"['place', 'potatoes', 'carrots', 'and', 'celery', 'in', 'bottom', 'of', 'slow', 'cooker', 'season', 'roast', 'with', 'pepper', 'and', 'place', 'on', 'top', 'mix', 'soup', 'and', 'water', 'pour', 'over', 'roast', 'and', 'vegetables', 'cover', 'and', 'cook', 'on', 'low', '8-10', 'hours', '•for', 'a', 'thicker', 'gravy', 'combine', '1/4', 'cup', 'flour', 'and', '1/2', 'cup', 'water', 'until', 'smooth', 'remove', 'beef', 'and', 'vegetables', 'and', 'keep', 'warm', 'stir', 'into', 'cooking', 'juices', 'bring', 'to', 'a', 'boil', 'for', '2', 'minutes', 'or', 'until', 'thickened']","['place', 'potatoes', 'carrots', 'celery', 'bottom', 'slow', 'cooker', 'season', 'roast', 'pepper', 'place', 'top', 'mix', 'soup', 'water', 'pour', 'roast', 'vegetables', 'cover', 'cook', 'low', '•for', 'thicker', 'gravy', 'combine', 'flour', 'water', 'smooth', 'remove', 'beef', 'vegetables', 'keep', 'warm', 'stir', 'cooking', 'juices', 'bring', 'boil', 'thickened']",Italian
4565,"['clean', 'and', 'string', 'beans', 'then', 'break', 'into', 'bite', 'sized', 'pieces', 'slice', 'onion', 'sauté', 'onions', 'and', 'beans', 'in', 'olive', 'oil', 'over', 'medium', 'high', 'heat', 'until', 'golden', 'brown', 'add', 'chicken', 'broth', 'reduce', 'heat', 'cover', 'and', 'simmer', 'until', 'most', 'of', 'liquid', 'is', 'gone', 'about', '45', 'minutes', 'to', 'an', 'hour', 'serve', 'optional', 'garnish', 'with', 'grated', 'parmesan', 'cheese']","['clean', 'string', 'beans', 'break', 'bite', 'sized', 'pieces', 'slice', 'onion', 'sauté', 'onions', 'beans', 'olive', 'oil', 'medium', 'high', 'heat', 'golden', 'brown', 'add', 'chicken', 'broth', 'reduce', 'heat', 'cover', 'simmer', 'liquid', 'gone', 'serve', 'optional', 'garnish', 'grated', 'parmesan', 'cheese']",Italian
6050,"['fill', 'pot', 'with', '3', 'quarts', 'of', 'water', 'and', 'bring', 'to', 'a', 'boil', 'tear', 'off', 'any', 'tough', 'leaves', 'at', 'the', 'base', 'of', 'the', 'cauliflower', 'reserve', 'any', 'small', 'tender', 'leaves', 'and', 'cut', 'out', 'the', 'core', 'break', 'or', 'cut', 'the', 'large', 'branches', 'into', 'small', 'florets', 'drop', 'them', 'and', 'any', 'tender', 'leaves', 'into', 'the', 'boiling', 'water', 'and', 'cook', 'until', 'tender', 'about', '5', 'minutes', 'lift', 'from', 'water', 'drain', 'well', 'in', 'colander', 'when', 'cool', 'place', 'in', 'a', 'large', 'bowl', 'return', 'water', 'to', 'boil', 'and', 'drop', 'in', 'potatoes', 'cook', 'at', 'a', 'gentle', 'boil', 'until', 'a', 'knife', 'blade', 'pierces', 'the', 'center', 'easily', 'do', ""n't"", 'let', 'them', 'get', 'too', 'mushy', 'drain', 'and', 'cool', 'cut', 'into', '1/4', ""''"", 'dice', 'peel', 'skin', 'if', 'you', 'wish', 'and', 'put', 'them', 'in', 'bowl', 'with', 'cauliflower', 'peel', 'and', 'core', 'apples', 'cut', 'into', '1/4', ""''"", 'dice', 'and', 'add', 'to', 'salad', 'trim', 'radishes', 'quarter', 'them', 'in', 'wedges', 'and', 'add', 'them', 'to', 'the', 'salad', 'along', 'with', 'diced', 'red', 'onion', 'cubes', 'of', 'asiago', 'and', 'toasted', 'walnuts', 'sprinkle', 'with', 'salt', 'and', 'toss', 'drizzle', 'the', 'olive', 'oil', 'and', 'vinegar', 'over', 'the', 'salad', 'and', 'toss', 'sprinkle', 'on', 'the', 'parsley', 'toss', 'and', 'serve']","['fill', 'pot', 'water', 'bring', 'boil', 'tear', 'tough', 'leaves', 'base', 'cauliflower', 'reserve', 'small', 'tender', 'leaves', 'cut', 'core', 'break', 'cut', 'large', 'branches', 'small', 'florets', 'drop', 'tender', 'leaves', 'boiling', 'water', 'cook', 'tender', 'lift', 'water', 'drain', 'well', 'colander', 'cool', 'place', 'large', 'bowl', 'return', 'water', 'boil', 'drop', 'potatoes', 'cook', 'gentle', 'boil', 'knife', 'blade', 'pierces', 'center', 'easily', 'let', 'get', 'mushy', 'drain', 'cool', 'cut', ""''"", 'dice', 'peel', 'skin', 'wish', 'put', 'bowl', 'cauliflower', 'peel', 'core', 'apples', 'cut', ""''"", 'dice', 'add', 'salad', 'trim', 'radishes', 'quarter', 'wedges', 'add', 'salad', 'along', 'diced', 'red', 'onion', 'cubes', 'asiago', 'toasted', 'walnuts', 'sprinkle', 'salt', 'toss', 'drizzle', 'olive', 'oil', 'vinegar', 'salad', 'toss', 'sprinkle', 'parsley', 'toss', 'serve']",Italian
6161,"['heat', 'the', 'oil', 'in', 'a', 'large', 'skillet', 'add', 'the', 'onion', 'and', 'brown', 'slightly', 'add', 'the', 'pepper', 'and', 'the', 'remaining', 'ingredients', 'cover', 'and', 'simmer', 'for', '20', 'minutes', 'remove', 'the', 'lid', 'and', 'boil', 'over', 'high', 'heat', 'until', 'the', 'mixture', 'is', 'of', 'the', 'desired', 'consistency', 'season', 'to', 'taste']","['heat', 'oil', 'large', 'skillet', 'add', 'onion', 'brown', 'slightly', 'add', 'pepper', 'remaining', 'ingredients', 'cover', 'simmer', 'remove', 'lid', 'boil', 'high', 'heat', 'mixture', 'desired', 'consistency', 'season', 'taste']",Italian
5097,"['preheat', 'the', 'oven', 'to', '375.', 'run', 'the', 'shrimp', 'under', 'water', 'just', 'until', 'they', 'come', 'apart', 'no', 'need', 'to', 'thaw', 'completely', 'in', 'a', 'food', 'processor', 'combine', 'butter', 'cut', 'into', 'a', 'few', 'cubes', 'garlic', 'salt', 'parsley', 'red', 'pepper', 'flakes', 'and', 'the', 'juice', 'of', 'the', 'lemon', 'pulse', 'a', 'few', 'times', 'until', 'the', 'mixture', 'resembles', 'gravel', 'toss', 'shrimp', 'in', 'the', 'seasoned', 'butter', 'mix', 'spread', 'onto', 'a', 'baking', 'sheet', 'and', 'bake', 'until', 'the', 'shrimp', 'is', 'opaque', '10', 'minutes', 'or', 'so', 'depending', 'on', 'the', 'size', 'of', 'the', 'shrimp', 'serve', 'as', 'is', 'as', 'an', 'appetizer', 'or', 'over', 'cooked', 'pasta', 'for', 'a', 'main', 'dish']","['preheat', 'oven', 'run', 'shrimp', 'water', 'come', 'apart', 'need', 'thaw', 'completely', 'food', 'processor', 'combine', 'butter', 'cut', 'cubes', 'garlic', 'salt', 'parsley', 'red', 'pepper', 'flakes', 'juice', 'lemon', 'pulse', 'times', 'mixture', 'resembles', 'gravel', 'toss', 'shrimp', 'seasoned', 'butter', 'mix', 'spread', 'onto', 'baking', 'sheet', 'bake', 'shrimp', 'opaque', 'depending', 'size', 'shrimp', 'serve', 'appetizer', 'cooked', 'pasta', 'main', 'dish']",Italian
2409,"['cook', 'macaroni', 'according', 'to', 'directions', 'preheat', 'oven', 'to', '180', 'degrees', 'celsius', 'spray', 'a', 'frypan', 'lightly', 'with', 'cooking', 'oil', 'spray', 'and', 'cook', 'the', 'onion', 'and', 'garlic', 'until', 'soft', 'add', 'mince', 'beef', 'and', 'cook', 'until', 'well', 'browned', 'add', 'the', 'can', 'of', 'tomatoes', 'tomato', 'paste', 'brown', 'sugar', 'paprika', 'herbs', 'salt', 'and', 'pepper', 'to', 'taste', 'add', 'cooked', 'macaroni', 'to', 'sauce', 'and', 'stir', 'through', 'you', 'can', 'adjust', 'the', 'amount', 'of', 'pasta', 'according', 'to', 'how', 'you', 'like', 'it', 'pour', 'into', 'greased', 'casserole', 'dish', 'and', 'top', 'with', 'grated', 'cheese', 'and', 'bake', 'in', 'the', 'oven', 'for', 'about', '15', 'mins', 'until', 'the', 'cheese', 'is', 'melted']","['cook', 'macaroni', 'according', 'directions', 'preheat', 'oven', 'celsius', 'spray', 'frypan', 'lightly', 'cooking', 'oil', 'spray', 'cook', 'onion', 'garlic', 'soft', 'add', 'mince', 'beef', 'cook', 'well', 'browned', 'add', 'tomatoes', 'tomato', 'paste', 'brown', 'sugar', 'paprika', 'herbs', 'salt', 'pepper', 'taste', 'add', 'cooked', 'macaroni', 'sauce', 'stir', 'adjust', 'amount', 'pasta', 'according', 'like', 'pour', 'greased', 'casserole', 'dish', 'top', 'grated', 'cheese', 'bake', 'oven', 'mins', 'cheese', 'melted']",Italian
4556,"['place', 'all', 'ingredients', 'into', 'a', 'blender', 'and', 'blend', 'until', 'smooth', 'pour', 'on', 'top', 'of', 'pizza', 'and', 'bake']","['place', 'ingredients', 'blender', 'blend', 'smooth', 'pour', 'top', 'pizza', 'bake']",Italian
5153,"['in', 'a', 'large', 'pot', 'sauté', 'onion', 'and', 'garlic', 'in', 'olive', 'oil', 'empty', 'plum', 'tomatoes', 'into', 'large', 'bowl', 'and', 'squash', 'with', 'your', 'hands', 'add', 'all', 'ingredients', 'including', 'any', 'meatballs', 'or', 'sausage', 'you', 'want', 'to', 'add', 'to', 'pot', 'and', 'simmer', 'for', '3', 'hours']","['large', 'pot', 'sauté', 'onion', 'garlic', 'olive', 'oil', 'empty', 'plum', 'tomatoes', 'large', 'bowl', 'squash', 'hands', 'add', 'ingredients', 'including', 'meatballs', 'sausage', 'want', 'add', 'pot', 'simmer']",Italian
6891,"['remove', 'core', 'and', 'finely', 'shred', 'the', 'cabbage', 'in', 'a', 'bowl', 'mix', 'together', 'all', 'the', 'ingredients', 'chill', 'and', 'serve', 'you', 'may', 'add', 'small', 'hot', 'croutons', 'for', 'a', 'nice', 'addition', 'if', 'you', 'like', 'the', 'taste', 'of', 'garlic', 'a', 'tip', 'the', 'chef', 'suggests', 'is', 'to', 'rub', 'the', 'salad', 'bowl', 'with', 'a', 'clove', 'of', 'garlic', 'first', 'and', 'only', 'thereafter', 'toss', 'and', 'mix', 'together', 'all', 'the', 'ingredients', 'in', 'it']","['remove', 'core', 'finely', 'shred', 'cabbage', 'bowl', 'mix', 'together', 'ingredients', 'chill', 'serve', 'may', 'add', 'small', 'hot', 'croutons', 'nice', 'addition', 'like', 'taste', 'garlic', 'tip', 'chef', 'suggests', 'rub', 'salad', 'bowl', 'clove', 'garlic', 'first', 'thereafter', 'toss', 'mix', 'together', 'ingredients']",Indian
2919,"['in', 'large', 'skillet', 'heat', 'oil', 'over', 'medium-high', 'heat', 'and', 'brown', 'chops', 'remove', 'chops', 'and', 'set', 'aside', 'in', 'same', 'skillet', 'cook', 'mushrooms', 'artichoke', 'hearts', 'and', 'olives', 'over', 'medium', 'heat', 'stirring', 'frequently', '2', 'minutes', 'stir', 'in', 'sauce', 'bring', 'to', 'a', 'boil', 'over', 'high', 'heat', 'reduce', 'heat', 'to', 'low', 'then', 'return', 'chops', 'to', 'skillet', 'simmer', 'covered', '10', 'minutes', 'or', 'until', 'chops', 'are', 'done']","['large', 'skillet', 'heat', 'oil', 'medium', 'high', 'heat', 'brown', 'chops', 'remove', 'chops', 'set', 'aside', 'skillet', 'cook', 'mushrooms', 'artichoke', 'hearts', 'olives', 'medium', 'heat', 'stirring', 'frequently', 'stir', 'sauce', 'bring', 'boil', 'high', 'heat', 'reduce', 'heat', 'low', 'return', 'chops', 'skillet', 'simmer', 'covered', 'chops', 'done']",Italian
9843,"['rinse', 'the', 'chicken', 'pat', 'dry', 'and', 'cut', 'into', 'bite', 'size', 'pieces', 'begin', 'making', 'the', 'marinade', 'combine', 'all', 'marinade', 'ingredients', 'and', 'coat', 'the', 'chicken', 'with', 'it', 'leave', 'in', 'refrigerator', 'for', 'several', 'hours', 'or', 'preferably', 'overnight', 'cook', 'the', 'chicken', 'either', 'on', 'a', 'grill', 'or', 'under', 'broiler', 'for', 'the', 'sauce', 'on', 'medium', 'heat', 'cook', 'the', 'onions', 'in', 'melted', 'ghee', 'or', 'butter', 'after', 'a', 'few', 'minutes', 'add', 'in', 'garlic', 'and', 'chilies', 'add', 'in', 'all', 'the', 'spices', 'and', 'brown', 'sugar', 'stir', 'in', 'chicken', 'and', 'tomato', 'sauce', 'simmer', 'for', '10', 'minutes', 'add', 'in', 'the', 'cream', 'and', 'combine', 'garnish', 'with', 'chopped', 'cilantro']","['rinse', 'chicken', 'pat', 'dry', 'cut', 'bite', 'size', 'pieces', 'begin', 'making', 'marinade', 'combine', 'marinade', 'ingredients', 'coat', 'chicken', 'leave', 'refrigerator', 'several', 'preferably', 'overnight', 'cook', 'chicken', 'either', 'grill', 'broiler', 'sauce', 'medium', 'heat', 'cook', 'onions', 'melted', 'ghee', 'butter', 'add', 'garlic', 'chilies', 'add', 'spices', 'brown', 'sugar', 'stir', 'chicken', 'tomato', 'sauce', 'simmer', 'add', 'cream', 'combine', 'garnish', 'chopped', 'cilantro']",Indian
1163,"['spray', 'shallow', 'baking', 'pan', 'with', 'non-stick', 'cooking', 'place', 'fish', 'in', 'baking', 'pan', 'and', 'sprinkle', 'with', 'oregano', 'garlic', 'and', 'pepper', 'layer', 'with', 'tomato', 'onion', 'and', 'parsley', 'mix', 'bread', 'crumbs', 'with', 'oil', 'and', 'sprinkle', 'on', 'top', 'of', 'fillets', 'bake', 'at', '450f', 'for', '10', 'minutes', 'or', 'just', 'until', 'fish', 'flakes', 'easily']","['spray', 'shallow', 'baking', 'pan', 'non', 'stick', 'cooking', 'place', 'fish', 'baking', 'pan', 'sprinkle', 'oregano', 'garlic', 'pepper', 'layer', 'tomato', 'onion', 'parsley', 'mix', 'bread', 'crumbs', 'oil', 'sprinkle', 'top', 'fillets', 'bake', '450f', 'fish', 'flakes', 'easily']",Italian
